Longitude,Latitude,effort,rg_per_orn_spp,impervious_percent,avmaxt_61to65,change_maxt,agricul
-97.4239905,35.0990589,1,0,1.699169861,22.786986,0.590532513,0.333708743
-97.3250156,35.0990589,1,1,0.971836486,22.7082326,0.591099634,0.249321115
-97.2260408,35.0990589,113,0.6,0.255933512,22.56391883,0.592313977,0.053689995
-96.6321916,35.0990589,1,0,0.276230952,22.81657246,0.593281247,0.039348699
-96.5332168,35.0990589,22,0.666666667,0.695422711,22.73190741,0.586024389,0.114718359
-95.6424431,35.0990589,13,1,0.733840649,22.81462348,0.469430027,0.066880369
-94.6526945,35.0990589,2,0.5,3.461022152,23.33132384,0.252633218,0.383257192
-93.8608957,35.0990589,1,1,1.0772165,23.11441821,0.074013386,0.329355348
-93.5639712,35.0990589,2,1,0.606397762,22.63219578,0.050243149,0.355391868
-92.970122,35.0990589,3,1,0.519477571,22.78689932,0.053020795,0.271051126
-92.8711472,35.0990589,2,0,0.449544951,22.72016827,0.057534579,0.294592091
-92.5742226,35.0990589,3,0.333333333,0.713123166,23.04486163,0.05796293,0.416446419
-92.4752478,35.0990589,36,0.6,18.23484374,23.01858472,0.053998834,0.238612935
-92.3762729,35.0990589,2,1,7.422502975,22.85169686,0.050034621,0.377380769
-92.277298,35.0990589,1,1,1.463565934,22.66294187,0.045260466,0.512801649
-91.2875495,35.0990589,1,1,0.079735155,22.40898817,-0.03685758,0.59012552
-91.1885747,35.0990589,13,0.5,0.093623978,22.35742704,-0.023142407,0.729009991
-90.1988261,35.0990589,1,1,6.125090823,22.10371256,0.053923616,0.503233306
-90.0998513,35.0990589,14,0.555555556,19.0003088,22.17927391,0.066336838,0.205923491
-90.0008764,35.0990589,42,0.666666667,45.2453065,22.60274279,0.078750144,0.011934714
-89.9019015,35.0990589,34,0.5,31.24967304,22.54739689,0.091163274,0.016729638
-89.8029267,35.0990589,155,0.625,23.21677051,22.38716184,0.103576565,0.123426402
-89.7039518,35.0990589,36,0.538461538,12.58226239,22.11901981,0.108165707,0.250951365
-89.604977,35.0990589,1,1,2.122884935,21.93632591,0.107225181,0.400007266
-89.5060021,35.0990589,7,0.5,0.464273063,21.85544699,0.106284654,0.443328278
-88.7142033,35.0990589,3,0.5,0.195894828,21.80858871,0.257338076,0.041378684
-88.3183039,35.0990589,2,1,0.589894733,22.38417129,0.254479117,0.319025259
-87.9224045,35.0990589,1,0,0.198801144,21.70881397,0.291805596,0.164279551
-87.5265051,35.0990589,1,0,0.342352161,21.58696883,0.396727464,0.299356058
-87.4275302,35.0990589,1,1,1.253722124,21.45578855,0.435833397,0.394140891
-86.3388068,35.0990589,1,1,0.446391107,21.13648187,0.752071795,0.5237187
-86.0418822,35.0990589,10,0.625,0.250086284,20.12940594,0.789444466,0.19095021
-85.9429074,35.0990589,1,0,0.162403953,19.99598525,0.802465328,0.036974805
-85.8439325,35.0990589,1,NA,0.079689018,19.64593457,0.815486199,0.042078781
-85.547008,35.0990589,1,1,1.010499832,20.87736494,0.848848454,0.301034543
-85.4480331,35.0990589,7,0.666666667,0.097595088,19.87674811,0.858026748,0.006184837
-85.3490583,35.0990589,7,0.5,7.8563838,20.39811129,0.869499492,0.036957647
-85.2500834,35.0990589,14,0.75,20.16716318,21.50681745,0.8808422,0.038101034
-85.1511086,35.0990589,33,0.666666667,14.76836723,21.28100917,0.891142969,0.019809084
-85.0521337,35.0990589,5,0.666666667,7.74148313,20.96828454,0.901313652,0.139639435
-84.9531588,35.0990589,6,0.666666667,2.209257123,20.93417152,0.909450203,0.310466035
-84.854184,35.0990589,5,0.75,6.15392091,21.03866916,0.919620866,0.322110407
-84.6562343,35.0990589,1,1,0.430224531,21.09965895,0.937280026,0.162812455
-84.5572594,35.0990589,5,0,0.126692764,20.37545025,0.946640528,0.006739267
-84.16136,35.0990589,3,1,0.208506271,20.19365508,0.969178289,0.045864477
-84.0623852,35.0990589,1,NA,1.574484124,20.04428654,0.962248282,0.022278937
-83.9634103,35.0990589,2,0,1.517475023,20.14110308,0.955318287,0.128138056
-83.7654606,35.0990589,1,0,0.147716229,18.22489163,0.943023801,0.067500432
-83.468536,35.0990589,1,NA,0.259012016,18.58256581,0.929589171,0.043441141
-83.3695612,35.0990589,7,0.2,1.002279766,19.59751454,0.926197871,0.121654147
-83.2705863,35.0990589,3,0.5,0.229341883,17.60953242,0.921409178,0.008755518
-83.1716115,35.0990589,10,0.5,1.472740648,16.51506675,0.911122675,0.004786167
-83.0726366,35.0990589,1,1,1.256535087,17.0523348,0.901134276,0.00406002
-82.9736618,35.0990589,7,0.333333333,0.663593675,17.92206815,0.888648725,0.003569514
-82.8746869,35.0990589,3,0.333333333,0.435644284,19.29306058,0.876163156,0.015249911
-82.7757121,35.0990589,2,0.5,0.453485309,18.68869201,0.863773204,0.019835612
-82.6767372,35.0990589,3,0.666666667,0.234451064,19.03934242,0.852337983,0.009400203
-82.5777623,35.0990589,22,0.444444444,0.212846336,19.93566648,0.843495342,0.029014594
-82.4787875,35.0990589,3,0.5,0.944781542,20.79196516,0.832442156,0.052111908
-82.3798126,35.0990589,3,1,0.869765034,20.87644898,0.821388899,0.100471385
-82.2808378,35.0990589,1,1,0.840773472,21.04738422,0.812546321,0.193168091
-82.1818629,35.0990589,3,0.666666667,1.722203048,21.56925226,0.793072994,0.388530635
-81.7859635,35.0990589,1,1,1.830980926,22.02662188,0.697743199,0.37986376
-81.6869887,35.0990589,1,1,8.899930974,22.17645772,0.71600706,0.30679176
-81.3900641,35.0990589,9,0.6,0.548415517,21.75727302,0.848067167,0.110273481
-81.2910892,35.0990589,9,0.833333333,1.336860366,21.54860357,0.895231477,0.268714465
-81.1921144,35.0990589,1,1,3.324928929,21.53455429,0.922369847,0.271060208
-81.0931395,35.0990589,2,1,4.671843637,21.62504772,0.936157366,0.114874254
-80.9941647,35.0990589,40,0.619047619,16.98003706,21.68963867,0.947187589,0.063558091
-80.8951898,35.0990589,12,0.8,30.5110219,22.05433598,0.960975157,0.039210166
-80.796215,35.0990589,12,0.857142857,18.91303519,21.99125534,0.974762726,0.009336797
-80.6972401,35.0990589,11,0.5,18.14171791,21.74602722,0.990891237,0.099719343
-80.5982653,35.0990589,4,1,7.282247371,21.70792619,1.01742482,0.338676864
-80.4003156,35.0990589,1,1,0.783404027,21.90109448,1.070491891,0.536544383
-80.2023658,35.0990589,1,1,0.35024205,21.96598588,1.111869203,0.295210761
-80.103391,35.0990589,15,0.625,0.29495377,22.09080845,1.122445039,0.260104267
-80.0044161,35.0990589,3,0.333333333,0.191051852,22.08472339,1.133020854,0.211823689
-98.8096384,35.1980337,3,0.666666667,0.127237014,23.09628279,0.651857693,0.44507493
-98.5127139,35.1980337,3,0.333333333,0.365995599,22.8189515,0.679097253,0.515630968
-98.0178396,35.1980337,2,1,0.215704283,22.91779531,0.657199207,0.305737929
-97.5229653,35.1980337,81,0.64,10.194817,22.76660457,0.583501236,0.191898158
-97.4239905,35.1980337,176,0.5,19.69078427,22.72957396,0.58023152,0.050538758
-97.3250156,35.1980337,38,0.421052632,0.794289092,22.47921039,0.577615887,0.037420998
-97.2260408,35.1980337,56,0.409090909,0.683015094,22.39372934,0.577532955,0.02370431
-97.1270659,35.1980337,1,0,0.29006266,22.52419112,0.585416573,0.09306196
-97.028091,35.1980337,4,1,0.221403825,22.57943588,0.594097254,0.122232225
-96.6321916,35.1980337,1,0,2.955382391,22.83074875,0.59927094,0.124669255
-96.5332168,35.1980337,2,0,1.130970892,22.78196109,0.587673559,0.144619945
-95.8403928,35.1980337,2,0.5,0.098729272,22.79501292,0.505532593,0.265615762
-95.6424431,35.1980337,2,0.5,1.012984887,22.75973429,0.470978056,0.044837871
-94.6526945,35.1980337,1,1,2.303453858,23.48540578,0.250057962,0.576979739
-94.5537197,35.1980337,1,1,0.480241144,23.41639532,0.2119213,0.425701972
-94.35577,35.1980337,2,1,0.782599602,23.24987643,0.143275495,0.381746588
-93.662946,35.1980337,6,0.8,0.289243723,21.67745605,0.037222193,0.014785447
-93.5639712,35.1980337,2,1,0.188605983,21.51041131,0.030277827,0.017250159
-92.6731975,35.1980337,1,0,1.946478258,22.93489639,0.038101631,0.493452998
-91.8813986,35.1980337,1,1,0.413575813,22.48871758,-0.016736124,0.448883838
-91.7824238,35.1980337,2,1,3.554333,22.65706892,-0.02835634,0.468327726
-91.6834489,35.1980337,1,1,6.497626712,22.68393661,-0.03286442,0.572344372
-91.5844741,35.1980337,10,0.75,0.190546341,22.54847826,-0.030694373,0.660219336
-91.4854992,35.1980337,11,0.6,0.089274023,22.42346441,-0.028524172,0.319496981
-90.6937004,35.1980337,4,0.333333333,0.29451133,22.05656049,0.096319493,0.395473393
-90.297801,35.1980337,2,0.5,2.237976594,21.95540829,0.056296339,0.884453457
-90.1988261,35.1980337,4,0.666666667,11.6031173,22.05730512,0.056180594,0.610837797
-90.0998513,35.1980337,5,0.6,3.14724925,21.89867314,0.066423738,0.421969628
-90.0008764,35.1980337,16,0.625,26.64184845,22.22023587,0.076666655,0.075664026
-89.9019015,35.1980337,16,0.666666667,28.57203394,22.27613178,0.086909729,0.026361974
-89.8029267,35.1980337,11,0.833333333,31.71073163,22.27749962,0.097152877,0.068498009
-89.7039518,35.1980337,28,0.727272727,8.603866579,21.90140558,0.100845011,0.378364615
-89.5060021,35.1980337,1,0,2.859119966,21.80983804,0.098819458,0.59334564
-89.1101027,35.1980337,3,1,0.416569672,21.64185951,0.138356614,0.438511621
-87.3285553,35.1980337,1,1,3.433355763,21.28517738,0.444375002,0.443858437
-86.5367565,35.1980337,1,NA,2.788903137,21.19663234,0.735752271,0.387053357
-86.0418822,35.1980337,2,0.5,3.410290453,20.84121253,0.795000172,0.629767382
-85.9429074,35.1980337,5,1,0.573656452,19.62599707,0.803680615,0.137401109
-85.8439325,35.1980337,8,0.75,1.647512958,19.25019803,0.812361191,0.06144403
-85.6459828,35.1980337,1,0,0.1373453,19.32201885,0.832008178,0.030962708
-85.3490583,35.1980337,1,1,0.873358673,18.86084652,0.867575378,0.03235369
-85.2500834,35.1980337,4,0.5,4.982268214,20.18995431,0.880364799,0.08236642
-85.1511086,35.1980337,1,1,6.309566245,21.11051479,0.893848475,0.115658816
-85.0521337,35.1980337,2,0.5,2.862472834,21.0152566,0.907418905,0.302707077
-84.9531588,35.1980337,4,0.666666667,2.981057954,20.81860009,0.918275348,0.238662507
-84.7552091,35.1980337,2,1,1.13023315,21.0873337,0.944698872,0.441248682
-84.6562343,35.1980337,11,0.333333333,1.580161141,21.22076248,0.950532262,0.467389921
-84.5572594,35.1980337,2,0,0.505146858,20.69972943,0.956927007,0.133236338
-84.4582846,35.1980337,1,1,0.085022415,20.6573351,0.96332161,0.013167108
-83.8644354,35.1980337,1,1,1.562806896,19.1935949,0.955590371,0.079783945
-83.3695612,35.1980337,4,0.5,4.296918335,19.99307762,0.911354125,0.152219181
-83.2705863,35.1980337,1,NA,0.252937218,18.15779072,0.900908509,0.027089699
-83.1716115,35.1980337,2,0.5,0.493307266,17.30787869,0.88988415,0.00533782
-82.9736618,35.1980337,4,0.666666667,0.174594658,17.1598874,0.869623906,0.010412025
-82.8746869,35.1980337,1,1,0.236754997,18.12330879,0.858368172,0.03129149
-82.7757121,35.1980337,10,0.8,2.539691922,18.99967448,0.846759278,0.138262467
-82.6767372,35.1980337,1,NA,0.990533782,18.69456456,0.831620365,0.091797763
-82.5777623,35.1980337,17,1,0.415345864,18.39631473,0.818379676,0.029362286
-82.4787875,35.1980337,1,1,0.797837513,18.83634253,0.80182869,0.052079734
-82.2808378,35.1980337,3,1,0.787462149,19.88489807,0.772037055,0.031044548
-82.1818629,35.1980337,4,1,2.604528508,21.47228925,0.750104238,0.176193507
-82.0828881,35.1980337,2,0.5,0.658934255,21.73721915,0.724583429,0.336346276
-81.7859635,35.1980337,1,1,1.889255642,22.05332234,0.653125121,0.331278302
-81.3900641,35.1980337,3,1,5.862121956,21.59848574,0.833773126,0.260816192
-81.1921144,35.1980337,2,1,8.52712988,21.51784717,0.919635332,0.139354921
-81.0931395,35.1980337,8,0.4,6.300718378,21.55180852,0.931759318,0.123324543
-80.9941647,35.1980337,54,0.583333333,12.65880096,21.57136103,0.94145834,0.043693338
-80.8951898,35.1980337,5,0.8,35.39295262,21.93573918,0.953582215,0.00711103
-80.796215,35.1980337,39,0.588235294,29.2061581,21.99411714,0.96570606,0.003100874
-80.6972401,35.1980337,26,0.666666667,14.41260503,21.73626951,0.979143514,0.037273124
-80.5982653,35.1980337,2,1,2.496458093,21.52000864,1.000613497,0.22004383
-80.4992904,35.1980337,153,0.789473684,1.793729313,21.70969201,1.022083286,0.40652166
-80.4003156,35.1980337,1,1,0.848890182,21.77848654,1.043553257,0.397315705
-80.3013407,35.1980337,2,1,1.336606477,21.91986432,1.065023243,0.376984343
-80.103391,35.1980337,1,1,1.174949304,22.09613163,1.083049819,0.283143431
-99.6014373,35.2970086,1,1,2.149248024,23.28750678,0.678634271,0.139124577
-98.6116887,35.2970086,1,0,0.20178074,22.81880475,0.669299822,0.58940114
-97.8198899,35.2970086,1,0,1.998616156,22.55046471,0.618125113,0.518112874
-97.5229653,35.2970086,12,0.777777778,19.6462673,22.63195034,0.59455452,0.150509833
-97.4239905,35.2970086,31,0.666666667,8.243747895,22.58419904,0.590185243,0.059311927
-97.3250156,35.2970086,19,0.5,0.80824487,22.34917592,0.586689891,0.06248293
-97.2260408,35.2970086,5,1,0.445891072,22.21947763,0.586340694,0.020631134
-97.1270659,35.2970086,1,0,0.542802779,22.30718963,0.596041824,0.033421036
-97.028091,35.2970086,1,1,0.784431192,22.48544295,0.606747729,0.141858242
-96.2362922,35.2970086,2,1,0.160547661,22.69761664,0.553028595,0.14159437
-96.1373174,35.2970086,10,0.666666667,0.36379202,22.72142085,0.541631967,0.13064782
-96.0383425,35.2970086,1,0,0.265571115,22.72559086,0.532812593,0.178782337
-95.3455185,35.2970086,1,1,0.46838094,22.81727254,0.393148073,0.257550786
-94.6526945,35.2970086,1,0,0.327026904,23.40465016,0.249438756,0.638129922
-94.5537197,35.2970086,4,0.25,0.663267907,23.40867065,0.210405262,0.656658534
-94.35577,35.2970086,5,0.666666667,12.60093221,23.38269698,0.140144751,0.272117328
-94.2567951,35.2970086,164,0.642857143,2.980151143,23.20258077,0.103706662,0.134926705
-94.1578203,35.2970086,61,0.647058824,1.059924071,23.13476698,0.090648196,0.291563106
-94.0588454,35.2970086,53,0.625,1.68081678,23.18750254,0.077569466,0.607404912
-93.9598706,35.2970086,1,0,0.999116897,23.17126565,0.064490716,0.770038237
-93.3660214,35.2970086,1,1,0.403659869,22.67396524,0.011666646,0.137317917
-93.2670466,35.2970086,1,0,1.544562298,23.01652932,0.00510993,0.124796286
-93.1680717,35.2970086,10,0.428571429,9.136380189,23.18199197,0.007060198,0.164184268
-92.4752478,35.2970086,2,0,0.984676736,22.61498137,0.032910914,0.383655185
-92.277298,35.2970086,1,1,0.917051321,22.28835903,0.03538779,0.507524649
-91.7824238,35.2970086,1,1,3.130412615,22.61259832,-0.017696591,0.426772643
-91.5844741,35.2970086,20,0.692307692,2.76360905,22.50747541,-0.018749849,0.561606045
-91.4854992,35.2970086,1,1,0.339135977,22.43488769,-0.01631938,0.557427049
-90.1988261,35.2970086,5,0.5,1.001019721,21.89107144,0.073611075,0.75875412
-90.0998513,35.2970086,52,0.5,0.044028077,21.63733173,0.078472226,0.324565956
-90.0008764,35.2970086,7,1,2.850869925,21.69473116,0.083333395,0.284967725
-89.9019015,35.2970086,10,0.5,7.907656591,21.82979707,0.088194519,0.412946103
-89.8029267,35.2970086,16,0.5,3.686789876,21.81805763,0.093055664,0.492634742
-89.7039518,35.2970086,1,1,5.577281294,21.77924904,0.094583366,0.497236865
-89.604977,35.2970086,1,1,2.732326405,21.79107818,0.093541727,0.513715529
-89.0111279,35.2970086,7,0.833333333,3.074598738,21.7648032,0.16111119,0.267350078
-88.912153,35.2970086,2,1,0.280881282,21.65696428,0.184814988,0.192407138
-87.5265051,35.2970086,1,0,0.533608893,21.29073284,0.376880776,0.347196299
-87.4275302,35.2970086,1,0,0.990923739,21.28993359,0.406712949,0.700219397
-87.3285553,35.2970086,3,0.333333333,5.112114646,21.31628859,0.430578605,0.655043065
-86.6357314,35.2970086,1,1,0.656925136,21.19965404,0.708854155,0.510173982
-86.3388068,35.2970086,1,1,0.985888951,20.79606719,0.753495471,0.3519933
-86.1408571,35.2970086,1,1,1.980235247,20.79285123,0.777910989,0.335044882
-86.0418822,35.2970086,4,0.5,0.719974508,20.74485055,0.789571869,0.525264021
-85.9429074,35.2970086,1,NA,1.007001284,20.61312784,0.801232718,0.685761629
-85.7449577,35.2970086,8,0.142857143,1.390482173,18.76206036,0.822500042,0.118795294
-85.1511086,35.2970086,6,1,2.782244922,20.53517475,0.901857699,0.123999673
-85.0521337,35.2970086,13,1,0.553564763,20.92656295,0.912187477,0.254326787
-84.9531588,35.2970086,1,1,0.847969774,20.84514537,0.920451232,0.378295703
-84.7552091,35.2970086,2,0,4.896163371,21.12263774,0.940636384,0.308641975
-84.16136,35.2970086,1,0,0.026674192,18.91506017,0.966805571,0
-84.0623852,35.2970086,1,1,0.032702708,16.80643062,0.965416643,0
-83.6664857,35.2970086,2,1,0.178135072,17.71225302,0.95085648,0.006491378
-83.5675109,35.2970086,2,0.5,0.175421985,18.31985086,0.937864545,0.006445856
-83.468536,35.2970086,1,0,0.247776331,19.24236488,0.924872766,0.045320053
-83.1716115,35.2970086,4,0.666666667,1.425946832,19.10263567,0.889722162,0.052667517
-82.7757121,35.2970086,2,0,0.132743363,18.18121436,0.845763905,0.002212389
-82.6767372,35.2970086,9,0.75,2.61588186,19.28580619,0.829722255,0.127745001
-82.5777623,35.2970086,5,0.8,1.872012455,19.16984864,0.815555545,0.148054738
-82.4787875,35.2970086,47,0.583333333,9.719412279,19.30351284,0.797847272,0.063478625
-82.3798126,35.2970086,5,1,4.065406606,19.57362164,0.78013888,0.184356677
-81.9839132,35.2970086,1,1,1.00337764,21.79101107,0.693061483,0.147077568
-81.8849384,35.2970086,1,1,7.001438495,21.88813649,0.667743236,0.192020903
-81.6869887,35.2970086,1,1,2.507392571,21.88451328,0.671840413,0.398133649
-81.4890389,35.2970086,1,0,9.182084714,21.74335864,0.775277936,0.233219216
-81.0931395,35.2970086,12,0.333333333,10.44831981,21.56425288,0.929490707,0.078232686
-80.9941647,35.2970086,9,0.571428571,13.39488706,21.58912275,0.937638813,0.047824543
-80.8951898,35.2970086,5,0.75,21.2960815,21.73791087,0.947824049,0.040441378
-80.796215,35.2970086,21,0.666666667,30.46645059,21.8718381,0.958009283,0.010205939
-80.6972401,35.2970086,100,0.548387097,16.61066652,21.68916228,0.96968749,0.070202751
-80.5982653,35.2970086,12,0.666666667,5.581778785,21.58129522,0.988697904,0.212064931
-80.4992904,35.2970086,6,0.4,1.428507698,21.60448356,1.007708406,0.209747171
-80.4003156,35.2970086,2,1,1.484910006,21.56428308,1.02671883,0.445425661
-80.0044161,35.2970086,1,1,0.865664576,21.56551355,1.069027823,0.063384834
-99.4034875,35.3959835,5,0.75,6.941041348,22.7902428,0.704328635,0.187595712
-97.8198899,35.3959835,1,1,0.983656765,22.32884271,0.646250073,0.48915768
-97.720915,35.3959835,2,1,8.671622336,22.38606575,0.634160978,0.097578984
-97.6219402,35.3959835,2,0,20.12286699,22.45779502,0.631649346,0.119758624
-97.5229653,35.3959835,4,0.333333333,49.50078849,22.62109538,0.628509857,0.004047291
-97.4239905,35.3959835,19,0.533333333,27.92809349,22.37995121,0.625370495,0.015032179
-97.3250156,35.3959835,9,0.5,5.794567991,22.10612481,0.622858818,0.016870215
-97.2260408,35.3959835,8,0.6,2.351831764,22.16633436,0.62314144,0.029579866
-97.1270659,35.3959835,5,1,2.12271907,22.29953914,0.631979256,0.082058808
-96.9291162,35.3959835,3,0.666666667,8.099728395,22.63479255,0.651365786,0.171922565
-96.4342419,35.3959835,2,1,0.556838795,22.57367767,0.61748272,0.249742492
-95.5434682,35.3959835,1,0,1.274149294,22.54573017,0.454259246,0.400772996
-95.048594,35.3959835,6,0.4,0.193087671,22.97150414,0.337274271,0.420026067
-94.9496191,35.3959835,6,0.666666667,0.16917187,23.04584294,0.322239672,0.253188096
-94.7516694,35.3959835,2,0,0.978195475,23.0331255,0.283113566,0.523527374
-94.5537197,35.3959835,2,1,2.797102903,23.10097322,0.216279058,0.643159276
-94.4547448,35.3959835,1,1,9.268939428,23.35590878,0.188929484,0.49558361
-94.35577,35.3959835,2,0.5,19.44475944,23.49411079,0.154742562,0.178857268
-94.2567951,35.3959835,4,0.666666667,1.007118573,23.17384973,0.122348159,0.710681505
-94.1578203,35.3959835,1,0,0.551195457,23.2462496,0.107546304,0.565752413
-94.0588454,35.3959835,1,NA,0.808978624,23.03906375,0.091284784,0.468392507
-93.9598706,35.3959835,2,1,0.781087634,22.86232274,0.075023139,0.626355897
-93.662946,35.3959835,3,0.5,1.062162187,22.91810329,0.037731486,0.631802976
-93.3660214,35.3959835,4,0,1.900534155,22.90919077,0.0210416,0.346380326
-92.277298,35.3959835,1,1,1.035495839,21.98538467,0.047468224,0.392906302
-91.8813986,35.3959835,1,1,1.017017902,22.25068792,0.018489655,0.253828344
-91.5844741,35.3959835,1,1,1.072235895,22.03811727,0.007986246,0.370905114
-90.7926752,35.3959835,14,0.5,0.5826125,21.88149115,0.104062594,0.841839014
-90.297801,35.3959835,5,0.5,1.154481401,22.00335574,0.117112143,0.847432754
-90.1988261,35.3959835,17,0.25,0.277454171,21.86433886,0.114930518,0.819910484
-90.0998513,35.3959835,5,0.666666667,0.040052504,21.57093078,0.108506981,0.288106394
-90.0008764,35.3959835,10,0.75,0.180829634,21.47761545,0.102083292,0.279835203
-89.9019015,35.3959835,2,1,3.197248961,21.5964853,0.095659743,0.573771239
-89.8029267,35.3959835,4,1,2.884041457,21.5731699,0.089236143,0.518199138
-88.912153,35.3959835,2,0.5,0.457076185,21.48110256,0.180185256,0.147831477
-88.8131782,35.3959835,10,0.6,0.227463312,21.43199443,0.210972292,0.079081214
-88.0213793,35.3959835,1,1,1.314413068,22.21519542,0.270561313,0.213507009
-87.4275302,35.3959835,1,0,0.287016444,21.28124455,0.397106449,0.395331243
-86.9326559,35.3959835,1,0,0.177174577,21.13169678,0.564600669,0.41196416
-86.6357314,35.3959835,1,NA,0.28884473,21.06386525,0.660156263,0.492798935
-86.1408571,35.3959835,1,1,2.205988788,20.57562305,0.746993661,0.310815369
-86.0418822,35.3959835,2,1,3.468324431,20.42461173,0.770445724,0.160656664
-85.9429074,35.3959835,1,1,0.85072695,20.25885958,0.793897588,0.626653297
-85.547008,35.3959835,5,0.25,0.563953223,18.61794175,0.871209641,0.113596384
-85.2500834,35.3959835,4,0.666666667,0.361921864,18.90173766,0.918475225,0.094242794
-85.1511086,35.3959835,3,0.666666667,0.568466054,19.78145842,0.919175389,0.085493692
-85.0521337,35.3959835,2,0.5,0.843162635,20.83181495,0.918003477,0.218921481
-84.854184,35.3959835,1,1,0.528148472,20.89233115,0.915893996,0.261722453
-84.6562343,35.3959835,1,1,2.520873592,20.91101488,0.919942002,0.368733365
-84.2603349,35.3959835,1,0,0.791123548,20.74879009,0.946205178,0.218593331
-84.16136,35.3959835,11,0.727272727,0.270933985,20.07585416,0.952569412,0.011285118
-83.8644354,35.3959835,3,0.5,0.477070743,19.27002089,0.97541664,0.012533384
-83.6664857,35.3959835,1,0,0.297643681,19.11987659,0.974525464,0.016489677
-83.5675109,35.3959835,2,1,0.381430707,19.83935826,0.961171849,0.002333467
-83.3695612,35.3959835,1,0,0.843890433,18.37862168,0.937135367,0.049760722
-83.2705863,35.3959835,2,0,1.407986728,18.91487733,0.923792416,0.028767535
-83.1716115,35.3959835,2,0,2.100061074,17.85824378,0.910555573,0.026936364
-83.0726366,35.3959835,2,1,0.367982572,16.24683252,0.900000013,0.005031492
-82.7757121,35.3959835,1,0,0.17960311,16.68684072,0.860289424,0.017437992
-82.6767372,35.3959835,2,0,0.044345393,18.30893777,0.845694461,0.009634755
-82.5777623,35.3959835,5,0.5,4.487713734,19.43485489,0.833611152,0.329441467
